GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-01-02T06:00:00Z,1126.00,15230.90,0.00,740.83,11308.50,2038.00,143.11,11.00,12714.64,0.00,31.50
2019-01-02T07:00:00Z,876.00,15281.07,0.00,734.50,11387.60,2038.00,142.96,11.00,12981.96,0.00,31.50
2019-01-02T08:00:00Z,876.00,15423.70,0.00,734.50,11342.10,2038.00,144.51,11.00,13086.48,0.00,31.50
2019-01-02T09:00:00Z,876.00,15423.70,0.00,734.50,11023.28,2038.00,152.15,11.00,13291.21,0.00,31.50
2019-01-02T10:00:00Z,976.00,15390.03,0.00,734.50,11318.91,2038.00,142.22,11.00,13590.33,0.00,31.50
2019-01-02T11:00:00Z,1126.00,15331.40,0.00,875.50,12096.38,2038.00,140.00,11.00,13725.27,0.00,31.50
2019-01-02T12:00:00Z,1126.00,15317.67,0.00,1262.83,12526.43,2038.00,140.00,11.00,13675.90,0.00,31.50
2019-01-02T13:00:00Z,1126.00,15292.08,0.00,1504.50,12615.37,2038.00,140.00,11.00,13659.33,0.00,31.50
2019-01-02T14:00:00Z,1126.00,15143.00,0.00,1626.42,12430.67,2038.00,140.58,11.00,13500.24,0.00,31.50
2019-01-02T15:00:00Z,1126.00,14963.00,0.00,1817.92,12616.55,2038.00,147.62,11.00,12822.83,0.00,31.50
2019-01-02T16:00:00Z,1126.00,14963.20,0.00,1780.83,12728.15,2038.00,151.90,11.00,12902.39,0.00,31.50
2019-01-02T17:00:00Z,1126.00,15157.98,0.00,1525.83,13056.27,2038.00,154.05,11.00,12615.53,0.00,31.50
2019-01-02T18:00:00Z,1117.00,15310.90,0.00,1309.83,13378.80,2038.00,156.36,11.00,12403.73,0.00,31.50
2019-01-02T19:00:00Z,1099.00,15311.90,0.00,1220.50,13800.97,2038.00,156.50,11.00,12210.15,0.00,31.50
2019-01-02T20:00:00Z,1049.00,15169.57,0.00,1220.50,13795.05,2038.00,157.80,11.00,11744.96,0.00,31.50
2019-01-02T21:00:00Z,949.00,14993.90,0.00,1244.50,13843.22,2038.00,156.80,11.00,11327.82,0.00,31.50
2019-01-02T22:00:00Z,849.00,14993.90,0.00,1535.67,14259.38,2038.00,148.84,11.00,11141.03,0.00,31.50
2019-01-02T23:00:00Z,849.00,15312.90,0.00,1845.50,14805.44,2038.00,140.78,11.00,11248.53,0.00,31.50
2019-01-03T00:00:00Z,849.00,15312.90,0.00,1874.50,14859.90,2038.00,140.25,11.00,11561.08,0.00,31.50
2019-01-03T01:00:00Z,766.00,15362.90,0.00,1845.50,14736.78,2038.00,140.00,11.00,12035.45,0.00,31.50
2019-01-03T02:00:00Z,620.17,15476.43,0.00,1676.50,14249.91,2038.00,140.01,11.00,12195.41,0.00,31.50
2019-01-03T03:00:00Z,516.00,16033.87,0.00,1241.73,13543.83,2038.00,140.18,11.00,12083.84,0.00,31.50
2019-01-03T04:00:00Z,516.00,16017.70,0.00,1014.48,12411.37,2038.00,140.01,11.00,11960.54,0.00,31.50
2019-01-03T05:00:00Z,516.00,15955.70,0.00,759.48,11416.63,2038.00,140.01,11.00,11988.69,0.00,31.50
