GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2020-08-23T05:00:00Z,11157.00,6004.80,0.00,672.00,11175.33,1941.00,140.00,11.00,17282.81,0.00,34.20
2020-08-23T06:00:00Z,11231.17,5882.80,0.00,651.33,9835.98,1941.00,140.00,11.00,17690.11,0.00,34.20
2020-08-23T07:00:00Z,11142.00,5660.80,0.00,645.00,10040.47,1941.00,140.00,11.00,17592.47,0.00,34.20
2020-08-23T08:00:00Z,11276.00,5833.80,0.00,644.92,10092.75,1941.00,140.00,11.00,17488.73,0.00,34.20
2020-08-23T09:00:00Z,11287.00,6316.80,0.00,632.00,10220.56,1941.00,140.01,11.00,17341.17,0.00,34.20
2020-08-23T10:00:00Z,11573.62,6205.60,0.00,694.00,10764.07,1941.00,140.00,11.00,17138.21,0.00,34.20
2020-08-23T11:00:00Z,11478.20,6257.35,0.00,1039.33,11261.88,1941.00,140.00,11.00,16906.94,0.00,34.20
2020-08-23T12:00:00Z,11432.50,6259.60,0.00,1176.00,11799.82,1941.00,143.43,11.00,16675.28,0.00,34.20
2020-08-23T13:00:00Z,11478.20,6260.60,0.00,1326.58,12904.65,1941.00,172.67,11.00,16228.63,0.00,34.20
2020-08-23T14:00:00Z,11478.20,6263.60,0.00,1468.10,14269.19,1941.00,205.00,11.00,15872.23,0.00,34.20
2020-08-23T15:00:00Z,11478.20,6267.60,0.00,1481.60,15492.99,1941.00,214.30,11.00,15667.16,0.00,34.20
2020-08-23T16:00:00Z,11468.95,6859.27,0.00,1636.60,16884.56,1941.00,217.20,11.00,15628.97,0.00,34.20
2020-08-23T17:00:00Z,11450.37,7156.60,0.00,1873.35,18147.93,1941.00,219.50,11.00,15587.48,0.00,34.20
2020-08-23T18:00:00Z,12283.20,6282.60,13.00,1882.10,19048.88,1941.00,218.90,11.00,15619.67,0.00,34.20
2020-08-23T19:00:00Z,12284.20,6288.60,52.00,1921.10,19569.69,1941.00,216.60,11.00,15678.93,0.00,34.20
2020-08-23T20:00:00Z,12284.20,6288.60,196.83,1841.10,21082.53,1941.00,213.50,9.83,15750.52,0.00,34.20
2020-08-23T21:00:00Z,12284.20,6355.27,270.00,1842.10,20755.07,1941.00,204.50,10.17,15863.93,0.00,34.20
2020-08-23T22:00:00Z,12289.45,6385.60,330.00,1821.60,20733.46,1941.00,189.70,11.00,16075.18,0.00,34.20
2020-08-23T23:00:00Z,12349.20,6311.60,325.17,1546.10,20374.12,1941.00,181.58,11.00,16332.18,0.00,34.20
2020-08-24T00:00:00Z,12349.20,6385.60,136.00,1562.10,18589.56,1941.00,154.43,11.00,16783.74,0.00,34.20
2020-08-24T01:00:00Z,12349.20,6381.60,0.00,1277.60,16647.27,1941.00,140.52,11.00,17294.78,0.00,34.20
2020-08-24T02:00:00Z,12349.20,6379.60,0.00,1111.10,15179.01,1941.00,140.00,11.00,17668.27,0.00,34.20
2020-08-24T03:00:00Z,12349.20,6336.60,0.00,819.97,13415.13,1941.00,140.00,11.00,17937.34,0.00,34.20
2020-08-24T04:00:00Z,12349.20,6331.60,0.00,679.10,12952.98,1941.00,140.00,11.00,18096.68,0.00,44.20
