GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2020-06-21T05:00:00Z,8879.60,7002.70,0.00,725.33,11285.58,1996.10,140.00,11.00,17178.65,0.00,41.00
2020-06-21T06:00:00Z,8879.60,6652.37,0.00,679.17,10191.30,1996.10,140.00,11.00,17358.13,0.00,41.00
2020-06-21T07:00:00Z,8879.60,6380.95,0.00,704.50,10195.00,1996.10,140.00,11.00,17340.13,0.00,41.00
2020-06-21T08:00:00Z,8879.60,6351.70,0.00,692.00,10195.80,1996.10,140.00,11.00,17162.53,0.00,41.00
2020-06-21T09:00:00Z,8879.60,6351.70,0.00,692.00,10394.80,1996.10,140.00,11.00,16825.58,0.00,41.00
2020-06-21T10:00:00Z,8879.60,6584.20,0.00,797.50,10859.29,1996.10,140.00,11.00,16627.09,0.00,41.00
2020-06-21T11:00:00Z,8879.60,6634.70,0.00,961.25,11749.16,1996.10,140.90,11.00,16473.13,0.00,41.00
2020-06-21T12:00:00Z,8879.60,6936.70,0.00,1270.00,12392.06,1996.10,156.48,11.00,16037.18,0.00,41.00
2020-06-21T13:00:00Z,8879.60,6956.70,0.00,1395.83,12799.05,1996.10,199.10,11.00,15696.96,0.00,41.00
2020-06-21T14:00:00Z,8879.60,6958.70,0.00,1547.50,13389.22,1996.10,219.40,11.00,15692.69,0.00,41.00
2020-06-21T15:00:00Z,8879.60,6960.70,0.00,1621.00,14143.20,1996.10,225.80,11.00,15773.02,0.00,41.00
2020-06-21T16:00:00Z,9034.60,6809.70,0.00,1735.00,14519.80,1996.10,226.90,11.00,16015.88,0.00,41.00
2020-06-21T17:00:00Z,9034.60,6816.70,0.00,1896.75,14712.57,1996.10,226.30,11.00,16277.13,0.00,41.00
2020-06-21T18:00:00Z,9034.60,6809.12,0.00,1997.75,14724.90,1996.10,225.40,11.00,16542.02,0.00,41.00
2020-06-21T19:00:00Z,9034.60,6805.70,0.00,2009.00,14708.00,1996.10,223.90,11.00,16741.17,0.00,41.00
2020-06-21T20:00:00Z,9034.60,6806.70,0.00,1953.00,14717.22,1996.10,221.20,11.00,16908.46,0.00,41.00
2020-06-21T21:00:00Z,9034.60,6824.70,0.00,1953.00,14731.80,1996.10,219.40,11.00,17047.85,0.00,41.00
2020-06-21T22:00:00Z,9034.60,6839.70,0.00,1923.00,14692.37,1996.10,219.00,11.00,17115.80,0.00,37.40
2020-06-21T23:00:00Z,9034.60,6794.70,0.00,1805.67,14397.27,1996.10,213.86,11.00,16968.40,0.00,35.60
2020-06-22T00:00:00Z,9034.60,6654.70,0.00,1635.67,14293.09,1996.10,185.50,11.00,17184.60,0.00,35.60
2020-06-22T01:00:00Z,8355.60,7113.03,0.00,1392.50,14224.93,1996.10,149.43,11.00,17217.59,0.00,35.60
2020-06-22T02:00:00Z,8355.60,6664.70,0.00,1252.78,14044.07,1996.10,140.00,11.00,17295.38,0.00,35.60
2020-06-22T03:00:00Z,8355.60,6661.70,0.00,992.70,13239.34,1996.10,140.00,11.00,17264.83,0.00,35.60
2020-06-22T04:00:00Z,8355.60,6566.70,0.00,837.00,12751.85,1996.10,140.00,11.00,17162.71,0.00,35.60
