GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-10-22T05:00:00Z,5078.60,5791.20,0.00,1727.16,9139.35,813.00,140.00,10.20,16832.35,0.00,26.50
2019-10-22T06:00:00Z,5078.60,6959.87,0.00,1704.60,9049.60,813.00,140.00,10.20,16829.43,0.00,26.50
2019-10-22T07:00:00Z,5078.60,7046.20,0.00,1704.60,9059.60,813.00,140.00,10.20,16628.02,0.00,26.50
2019-10-22T08:00:00Z,5078.60,7046.20,0.00,1704.60,9491.68,813.00,140.00,10.20,16417.51,0.00,26.50
2019-10-22T09:00:00Z,5078.60,7048.20,0.00,1704.60,9665.85,813.00,140.00,10.20,16335.34,0.00,26.50
2019-10-22T10:00:00Z,5811.60,6483.70,0.00,1783.10,9845.60,813.00,140.00,10.20,16193.17,0.00,26.50
2019-10-22T11:00:00Z,6333.60,6648.20,0.00,2201.88,10245.66,813.00,140.00,10.20,15991.73,0.00,26.50
2019-10-22T12:00:00Z,6333.60,6651.20,0.00,2221.70,10113.55,813.00,140.00,10.20,15844.15,0.00,26.05
2019-10-22T13:00:00Z,6333.60,6660.20,0.00,2239.28,10012.22,813.00,143.62,10.20,15663.98,0.00,21.10
2019-10-22T14:00:00Z,6333.60,6296.20,0.00,2242.30,10366.03,813.00,180.80,10.20,15433.77,0.00,17.70
2019-10-22T15:00:00Z,6333.60,6386.20,0.00,2242.30,10354.10,813.00,195.40,10.20,15267.64,0.00,19.83
2019-10-22T16:00:00Z,6333.60,6406.20,0.00,2255.13,10165.67,813.00,196.80,10.20,15318.30,0.00,21.10
2019-10-22T17:00:00Z,6333.60,6449.20,0.00,2155.22,10205.13,813.00,195.10,10.20,15475.01,0.00,21.10
2019-10-22T18:00:00Z,6333.60,6703.20,0.00,2128.63,10132.47,813.00,194.60,10.20,15574.52,0.00,21.10
2019-10-22T19:00:00Z,6335.60,6688.20,0.00,2129.76,9965.10,813.00,194.50,10.20,15655.53,0.00,21.10
2019-10-22T20:00:00Z,6335.60,6686.20,0.00,2112.03,9950.06,813.00,195.00,10.20,15761.13,0.00,21.10
2019-10-22T21:00:00Z,6335.60,6706.20,0.00,2275.38,10033.18,813.00,194.30,10.20,15564.86,0.00,21.10
2019-10-22T22:00:00Z,6335.60,6706.20,0.00,2333.50,10807.78,813.00,184.40,10.20,15162.21,0.00,21.10
2019-10-22T23:00:00Z,6587.13,6705.20,0.00,2333.50,11204.89,813.00,152.52,10.20,14156.88,0.00,21.10
2019-10-23T00:00:00Z,6610.00,6684.12,0.00,2315.50,11088.38,813.00,140.00,10.20,14362.51,0.00,26.50
2019-10-23T01:00:00Z,6610.00,6670.95,0.00,2268.67,10446.54,813.00,140.00,10.20,14715.82,0.00,26.50
2019-10-23T02:00:00Z,6262.33,7011.20,0.00,2180.92,9497.65,813.00,140.00,10.20,15141.84,0.00,26.50
2019-10-23T03:00:00Z,5117.00,7385.60,0.00,2039.50,8992.85,813.00,140.00,7.28,15499.68,0.00,26.50
2019-10-23T04:00:00Z,4977.00,6565.60,0.00,1707.33,8867.65,813.00,140.00,9.37,15846.13,0.00,26.50
