GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2018-07-24T05:00:00Z,5547.90,16154.90,80.00,1577.00,13814.00,1969.10,140.00,11.00,11212.07,0.00,31.50
2018-07-24T06:00:00Z,5547.90,16121.90,80.00,1586.92,13673.70,1969.10,140.00,11.00,10999.78,0.00,31.50
2018-07-24T07:00:00Z,5549.90,16024.90,80.00,1590.00,13532.20,1969.10,140.01,11.00,10880.97,0.00,31.50
2018-07-24T08:00:00Z,5549.90,16019.90,80.00,1590.00,13496.60,1969.10,140.00,11.00,10565.35,0.00,31.50
2018-07-24T09:00:00Z,5549.90,16002.20,20.00,1590.00,13825.05,1969.10,140.00,11.00,9938.78,0.00,31.50
2018-07-24T10:00:00Z,5549.90,15689.20,0.00,1590.00,14222.02,1969.10,140.01,11.00,9619.38,0.00,31.50
2018-07-24T11:00:00Z,5549.90,15535.20,0.00,1884.38,14636.13,1969.10,140.00,11.00,9619.29,0.00,31.50
2018-07-24T12:00:00Z,5548.90,15405.20,8.33,2073.65,15172.27,1969.10,140.48,11.00,9315.50,0.00,31.50
2018-07-24T13:00:00Z,5548.90,15420.40,9.39,2061.37,15588.87,1969.10,159.91,11.00,9027.48,0.00,26.92
2018-07-24T14:00:00Z,5548.90,15421.30,16.10,2093.95,16144.72,1969.10,179.00,11.00,8689.04,0.00,26.50
2018-07-24T15:00:00Z,5551.63,15612.30,2.93,2104.29,16679.01,1969.10,188.70,11.00,8602.51,0.00,26.50
2018-07-24T16:00:00Z,5504.73,15664.63,0.00,2211.20,18007.00,1969.10,193.80,11.00,8987.17,0.00,26.50
2018-07-24T17:00:00Z,5233.90,15947.30,0.00,2216.20,19176.67,1969.10,196.90,11.00,9440.78,0.00,26.50
2018-07-24T18:00:00Z,5270.65,15943.30,0.00,2487.20,20386.44,1969.10,198.60,11.00,9584.44,0.00,26.50
2018-07-24T19:00:00Z,5147.10,16169.10,2.13,2517.20,21322.12,1969.10,198.50,11.00,9705.43,0.00,29.00
2018-07-24T20:00:00Z,5146.23,16169.10,5.10,2522.20,22127.50,1969.10,197.40,11.00,9704.03,0.00,26.50
2018-07-24T21:00:00Z,5441.90,16167.67,5.10,2522.20,22231.50,1969.10,192.60,11.00,9928.92,0.00,29.83
2018-07-24T22:00:00Z,5558.90,16162.70,5.10,2521.20,21897.14,1969.10,186.80,11.00,10383.18,0.00,31.50
2018-07-24T23:00:00Z,5558.90,16162.70,0.85,2521.20,21371.98,1969.10,175.20,11.00,10422.86,0.00,31.50
2018-07-25T00:00:00Z,5558.90,16128.53,0.00,2269.20,19818.08,1969.10,159.00,11.00,10784.13,0.00,31.50
2018-07-25T01:00:00Z,5558.90,16180.80,0.00,2255.87,17524.73,1969.10,141.66,11.00,11154.53,0.00,31.50
2018-07-25T02:00:00Z,5558.90,15999.80,0.00,2143.08,16225.58,1969.10,140.05,11.00,11359.93,0.00,31.50
2018-07-25T03:00:00Z,5558.90,15989.80,0.00,1824.53,15447.05,1969.10,140.05,11.00,11687.61,0.00,31.50
2018-07-25T04:00:00Z,5558.90,15819.53,0.00,1650.21,14686.90,1969.10,140.03,11.00,12225.12,0.00,31.50
