GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-11-22T06:00:00Z,4941.00,8381.90,0.00,1650.17,8845.87,2038.00,140.00,10.20,16424.46,0.00,26.50
2019-11-22T07:00:00Z,4941.00,8380.90,0.00,1631.00,8955.00,2038.00,140.00,10.20,16336.58,0.00,26.50
2019-11-22T08:00:00Z,4941.00,8465.90,0.00,1631.00,8965.24,2038.00,140.00,10.20,16211.43,0.00,26.50
2019-11-22T09:00:00Z,4941.00,8642.90,0.00,1652.67,9004.98,2038.00,140.00,10.20,16017.32,0.00,26.50
2019-11-22T10:00:00Z,4941.00,8643.90,0.00,1655.00,9338.83,2038.00,140.00,10.20,15817.87,0.00,26.50
2019-11-22T11:00:00Z,5113.00,8498.90,7.00,1925.33,9676.48,2038.00,140.00,10.20,15680.10,0.00,26.50
2019-11-22T12:00:00Z,5761.00,7897.90,8.40,2202.75,10594.75,2038.00,140.00,10.20,15479.38,0.00,26.50
2019-11-22T13:00:00Z,5761.00,7907.90,8.40,2354.83,11042.79,2038.00,140.00,10.20,15547.04,0.00,26.50
2019-11-22T14:00:00Z,5838.50,7907.90,18.23,2332.00,11177.42,2038.00,143.10,10.20,15604.13,0.00,26.50
2019-11-22T15:00:00Z,5854.00,7907.90,32.00,2332.00,11256.90,2038.00,163.88,10.20,15493.23,0.00,26.50
2019-11-22T16:00:00Z,5854.00,7907.90,32.00,2449.67,11280.20,2038.00,171.90,10.20,15155.30,0.00,26.50
2019-11-22T17:00:00Z,5762.00,8206.40,32.00,2510.67,11399.17,2038.00,171.50,10.20,14867.69,0.00,26.50
2019-11-22T18:00:00Z,6242.75,7999.18,12.33,2484.83,11267.07,2038.00,169.50,10.20,14844.13,0.00,26.50
2019-11-22T19:00:00Z,6775.00,7380.23,8.40,2479.00,10947.32,2038.00,169.60,10.20,14738.26,0.00,26.50
2019-11-22T20:00:00Z,7091.40,7376.90,8.40,2478.00,10564.38,2038.00,171.80,10.20,14788.08,0.00,26.50
2019-11-22T21:00:00Z,7091.40,7376.90,8.40,2478.00,10847.30,2038.00,173.00,10.20,14420.82,0.00,26.50
2019-11-22T22:00:00Z,7091.40,7376.90,4.20,2551.08,11873.78,2038.00,160.00,10.20,14217.28,0.00,26.50
2019-11-22T23:00:00Z,7091.40,7376.90,0.00,2556.00,12562.69,2038.00,141.43,10.20,14082.50,0.00,26.50
2019-11-23T00:00:00Z,7091.40,7376.90,0.00,2556.00,12552.78,2038.00,140.00,10.20,13783.80,0.00,26.50
2019-11-23T01:00:00Z,7105.20,7130.24,0.00,2538.00,11947.68,2038.00,140.00,10.20,14025.48,0.00,26.50
2019-11-23T02:00:00Z,7118.00,7281.91,0.00,2528.95,11263.17,2038.00,140.00,10.20,14276.17,0.00,26.50
2019-11-23T03:00:00Z,7118.00,7279.90,0.00,2332.50,10674.74,2038.00,140.00,10.20,14435.12,0.00,26.50
2019-11-23T04:00:00Z,7118.00,7239.90,0.00,1972.75,10090.44,2038.00,140.00,10.20,14319.89,0.00,26.50
2019-11-23T05:00:00Z,6918.00,7421.24,0.00,1727.28,9436.68,2038.00,140.00,10.20,14037.33,0.00,26.50
