GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-11-15T06:00:00Z,7911.00,7185.67,0.00,1774.50,9634.02,2038.00,146.67,9.20,15487.75,0.00,26.50
2019-11-15T07:00:00Z,7836.00,7155.50,0.00,1775.75,9316.90,2038.00,146.62,9.20,15617.59,0.00,26.50
2019-11-15T08:00:00Z,7829.33,7154.50,0.00,1870.00,9320.70,2038.00,146.57,9.20,15714.55,0.00,26.50
2019-11-15T09:00:00Z,7831.00,7155.50,0.00,1869.00,9361.03,2038.00,146.51,9.20,15826.25,0.00,26.50
2019-11-15T10:00:00Z,7831.00,7246.50,0.00,1902.50,9407.97,2038.00,146.45,9.20,15914.74,0.00,26.50
2019-11-15T11:00:00Z,7831.00,7273.50,0.00,2052.67,9669.78,2038.00,146.40,9.20,15787.31,0.00,26.50
2019-11-15T12:00:00Z,7831.00,7568.50,0.00,2368.00,10223.58,2038.00,146.35,9.20,15863.68,0.00,26.50
2019-11-15T13:00:00Z,7791.00,7406.50,0.00,2399.17,10333.64,2038.00,140.15,9.20,16280.42,0.00,26.50
2019-11-15T14:00:00Z,7791.00,7346.42,0.00,2398.33,10496.03,2038.00,161.78,9.20,16332.97,0.00,26.50
2019-11-15T15:00:00Z,7791.00,7288.50,0.00,2396.00,11035.97,2038.00,180.50,9.20,16156.94,0.00,26.50
2019-11-15T16:00:00Z,7871.00,7290.50,0.00,2377.00,10270.57,2038.00,185.70,9.20,16046.69,0.00,26.50
2019-11-15T17:00:00Z,6600.92,8557.52,0.00,2374.33,9372.08,2038.00,185.40,9.20,16214.90,0.00,26.50
2019-11-15T18:00:00Z,4718.00,10046.75,0.00,2384.33,8841.22,2038.00,182.05,9.20,16642.96,0.00,26.50
2019-11-15T19:00:00Z,4194.00,10217.50,0.00,2341.83,8463.87,2038.00,182.65,8.95,16837.18,0.00,26.50
2019-11-15T20:00:00Z,4231.00,8630.42,0.00,2253.33,7817.25,2038.00,184.30,8.78,17286.75,0.00,26.50
2019-11-15T21:00:00Z,4231.00,7834.60,0.00,2208.00,7340.65,2038.00,185.40,9.20,17584.60,0.00,26.50
2019-11-15T22:00:00Z,4181.00,7098.51,0.00,2248.08,7357.67,2038.00,171.50,9.20,17742.55,0.00,26.50
2019-11-15T23:00:00Z,4221.00,7210.17,0.00,2373.33,7836.08,2038.00,142.24,9.20,17953.60,0.00,26.50
2019-11-16T00:00:00Z,4221.00,7245.82,0.00,2313.00,7545.80,2038.00,146.99,9.20,17854.73,0.00,26.50
2019-11-16T01:00:00Z,4221.00,7078.50,0.00,2191.67,7066.90,2038.00,146.95,9.20,17860.72,0.00,26.50
2019-11-16T02:00:00Z,4221.00,7076.50,0.00,2174.63,6542.50,2016.17,141.79,9.20,17798.63,0.00,26.50
2019-11-16T03:00:00Z,4221.00,7074.50,0.00,2154.00,6589.42,1875.00,140.39,9.20,17857.61,0.00,26.50
2019-11-16T04:00:00Z,4221.00,7012.50,0.00,1934.00,6413.90,1779.00,140.21,9.20,17778.27,0.00,26.50
2019-11-16T05:00:00Z,4049.00,7110.50,0.00,1777.08,6295.25,1779.00,140.31,6.80,17605.00,0.00,26.50
