GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-11-21T06:00:00Z,3012.00,7615.20,0.00,1543.00,5764.52,2038.00,140.00,6.00,17824.01,0.00,26.50
2019-11-21T07:00:00Z,3012.00,7614.20,0.00,1540.00,5598.93,2038.00,140.00,6.00,17623.12,0.00,26.50
2019-11-21T08:00:00Z,3012.00,7613.20,0.00,1541.00,5780.67,2038.00,140.00,6.00,17485.69,0.00,26.50
2019-11-21T09:00:00Z,3012.00,7614.20,0.00,1550.00,6801.13,2038.00,140.00,6.00,17420.16,0.00,26.50
2019-11-21T10:00:00Z,3012.00,7616.20,0.00,1551.00,7666.95,2038.00,140.00,6.00,17412.08,0.00,26.50
2019-11-21T11:00:00Z,3012.00,7621.20,0.00,1782.00,7851.45,2038.00,140.00,6.00,17546.78,0.00,26.50
2019-11-21T12:00:00Z,3012.00,7651.90,0.00,2019.08,8485.70,2038.00,140.03,6.00,17778.85,0.00,26.50
2019-11-21T13:00:00Z,3012.00,7708.74,0.00,1988.25,8528.70,2038.00,140.07,6.00,18069.78,0.00,26.50
2019-11-21T14:00:00Z,3012.00,8939.07,8.40,2015.83,8742.47,2038.00,144.58,6.00,18004.63,0.00,26.50
2019-11-21T15:00:00Z,3012.00,8995.90,12.60,2029.83,8647.54,2038.00,160.76,6.00,17919.16,0.00,26.50
2019-11-21T16:00:00Z,3012.00,9175.23,12.60,2103.08,8653.95,2038.00,166.70,6.00,17719.71,0.00,26.50
2019-11-21T17:00:00Z,3012.00,9476.23,11.53,2155.67,8597.38,2038.00,168.80,8.38,17577.93,0.00,26.50
2019-11-21T18:00:00Z,4352.00,8221.90,14.67,2088.17,8475.05,2038.00,171.20,9.20,17309.97,0.00,26.50
2019-11-21T19:00:00Z,4352.00,8220.92,0.00,2022.33,8442.10,2038.00,171.30,9.20,17145.53,0.00,26.50
2019-11-21T20:00:00Z,4352.00,8219.90,0.00,2021.67,8505.60,2038.00,169.90,9.20,17145.40,0.00,26.50
2019-11-21T21:00:00Z,4352.00,8217.90,0.00,2065.83,8661.65,2038.00,165.14,9.20,17055.33,0.00,26.50
2019-11-21T22:00:00Z,4941.00,7628.90,0.00,2206.25,8708.93,2038.00,151.65,9.20,16985.07,0.00,26.50
2019-11-21T23:00:00Z,4941.00,7629.90,0.00,2497.67,9456.50,2038.00,140.28,9.20,16921.63,0.00,26.50
2019-11-22T00:00:00Z,4941.00,7628.91,0.00,2501.00,9397.24,2038.00,140.00,9.20,16597.41,0.00,26.50
2019-11-22T01:00:00Z,4941.00,7627.91,0.00,2426.00,9049.35,2038.00,140.00,9.20,16418.30,0.00,26.50
2019-11-22T02:00:00Z,5462.00,7104.90,0.00,2411.68,9022.10,2038.00,140.00,9.20,16392.16,0.00,26.50
2019-11-22T03:00:00Z,5459.08,7101.90,0.00,2290.00,8916.77,2038.00,140.00,9.20,16190.25,0.00,26.50
2019-11-22T04:00:00Z,5457.00,7097.90,0.00,2036.33,8830.43,2038.00,140.00,9.20,16158.23,0.00,26.50
2019-11-22T05:00:00Z,5462.00,7118.07,0.00,1807.26,8845.47,2038.00,140.00,9.20,15988.28,0.00,26.50
