GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2020-05-25T05:00:00Z,5332.00,4327.70,0.00,901.00,8718.75,2019.40,140.01,11.00,17950.76,0.00,20.90
2020-05-25T06:00:00Z,5332.00,4326.70,0.00,895.00,8615.84,2019.40,140.01,11.00,17683.51,0.00,20.90
2020-05-25T07:00:00Z,5332.00,4326.70,0.00,895.00,8630.87,2019.40,140.01,11.00,17010.82,0.00,20.90
2020-05-25T08:00:00Z,5332.00,4326.70,0.00,895.00,8546.65,2019.40,140.01,11.00,16827.32,0.00,20.90
2020-05-25T09:00:00Z,5332.00,4326.70,0.00,850.00,8383.86,2019.40,140.00,11.00,16881.06,0.00,20.90
2020-05-25T10:00:00Z,5332.00,4328.07,0.00,956.00,8609.42,2019.40,140.01,11.00,16983.58,0.00,20.90
2020-05-25T11:00:00Z,5332.00,4948.70,0.00,1032.67,9066.71,2019.40,140.00,11.00,16807.34,0.00,20.90
2020-05-25T12:00:00Z,5332.00,5169.87,0.00,1496.00,9417.28,2019.40,143.14,11.00,16581.56,0.00,20.90
2020-05-25T13:00:00Z,5332.00,5025.20,0.00,1761.00,9386.40,2019.40,172.11,11.00,16881.28,0.00,20.98
2020-05-25T14:00:00Z,5332.00,5194.70,0.00,1858.83,9188.25,2019.40,184.60,11.00,16915.43,0.00,21.08
2020-05-25T15:00:00Z,5332.00,5195.70,0.00,1975.25,9182.74,2019.40,195.20,11.00,16872.26,0.00,21.10
2020-05-25T16:00:00Z,6002.00,4528.28,0.00,1979.00,9255.91,2019.40,198.00,11.00,16854.35,0.00,21.10
2020-05-25T17:00:00Z,6002.00,4631.00,0.00,1979.00,9260.98,2019.40,201.40,11.00,16994.21,0.00,21.10
2020-05-25T18:00:00Z,6214.50,4381.00,0.00,1979.00,9413.48,2019.40,204.40,11.00,16944.27,0.00,21.08
2020-05-25T19:00:00Z,6027.00,4381.00,0.00,2019.00,9411.76,2019.40,206.00,11.00,16893.85,0.00,20.90
2020-05-25T20:00:00Z,6027.00,4382.00,0.00,1998.00,9410.74,2019.40,203.90,11.00,16960.12,0.00,20.90
2020-05-25T21:00:00Z,6027.00,4478.00,0.00,2151.62,9407.66,2019.40,196.40,11.00,16944.09,0.00,20.90
2020-05-25T22:00:00Z,6027.00,4570.50,0.00,2158.00,9413.18,2019.40,192.90,11.00,16847.09,0.00,20.90
2020-05-25T23:00:00Z,6027.00,4603.00,0.00,2106.00,9472.01,2019.40,185.30,11.00,16281.78,0.00,20.90
2020-05-26T00:00:00Z,6027.00,4602.00,0.00,1946.00,9681.47,2019.40,161.18,11.00,16151.94,0.00,20.90
2020-05-26T01:00:00Z,6027.00,4602.00,0.00,1984.33,9497.24,2019.40,141.74,11.00,16017.72,0.00,20.90
2020-05-26T02:00:00Z,6027.00,4598.00,0.00,1576.00,9516.83,2019.40,140.00,11.00,15814.03,0.00,20.90
2020-05-26T03:00:00Z,5977.00,4717.25,0.00,1123.98,9417.90,2019.40,140.02,11.00,15642.02,0.00,20.90
2020-05-26T04:00:00Z,5977.00,4666.00,0.00,1027.00,9259.93,2019.40,140.00,11.00,15466.30,0.00,20.90
