GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-03-16T05:00:00Z,3864.00,9875.70,0.00,376.00,10432.94,2035.00,140.00,11.00,13883.59,0.00,31.50
2019-03-16T06:00:00Z,3853.92,9729.20,0.00,376.00,9186.98,2035.00,140.00,11.00,14192.62,0.00,31.50
2019-03-16T07:00:00Z,3853.00,9621.70,0.00,376.00,8967.15,2035.00,140.00,11.00,14548.21,0.00,31.50
2019-03-16T08:00:00Z,3851.00,9651.70,0.00,371.00,8962.90,2035.00,140.06,11.00,14943.65,0.00,31.50
2019-03-16T09:00:00Z,3851.00,9699.37,0.00,371.00,8956.32,2035.00,140.00,11.00,15225.83,0.00,31.50
2019-03-16T10:00:00Z,3853.00,9763.70,0.00,487.67,9250.07,2035.00,140.00,11.00,15249.84,0.00,31.50
2019-03-16T11:00:00Z,3850.50,9765.70,0.00,756.92,9654.12,2035.00,140.00,11.00,15308.28,0.00,31.50
2019-03-16T12:00:00Z,3838.00,9767.70,0.00,808.23,10363.52,2035.00,140.00,11.00,15300.22,0.00,31.50
2019-03-16T13:00:00Z,3838.00,9754.70,0.00,923.83,10574.52,2035.00,141.38,11.00,15154.49,0.00,31.50
2019-03-16T14:00:00Z,3831.33,9755.70,0.00,993.92,10674.88,2035.00,154.71,11.00,14824.21,0.00,31.50
2019-03-16T15:00:00Z,3830.00,9841.70,0.00,976.00,10851.52,2035.00,165.70,11.00,14681.55,0.00,31.50
2019-03-16T16:00:00Z,3830.00,9814.70,0.00,814.00,10676.13,2035.00,171.20,11.00,14479.66,0.00,31.50
2019-03-16T17:00:00Z,3830.00,9814.70,0.00,753.98,9708.37,2035.00,174.10,11.00,14266.43,0.00,31.50
2019-03-16T18:00:00Z,3830.00,9792.28,0.00,688.00,9376.90,1923.00,179.30,11.00,13849.23,0.00,31.50
2019-03-16T19:00:00Z,3830.00,9747.70,0.00,682.00,9640.02,1923.00,177.35,11.00,13542.09,0.00,31.50
2019-03-16T20:00:00Z,3830.00,9775.20,0.00,690.00,9230.43,2035.00,175.90,11.00,13396.73,0.00,31.50
2019-03-16T21:00:00Z,3830.00,9753.48,0.00,786.00,8963.90,2035.00,170.00,11.00,13303.49,0.00,31.50
2019-03-16T22:00:00Z,3830.00,9720.77,0.00,839.50,8974.50,2035.00,167.30,11.00,12954.51,0.00,31.50
2019-03-16T23:00:00Z,3830.00,9740.70,0.00,967.00,9497.45,2035.00,157.92,11.00,12746.28,0.00,31.50
2019-03-17T00:00:00Z,3830.00,9758.20,0.00,1059.50,10160.03,2035.00,141.77,11.00,13443.65,0.00,31.50
2019-03-17T01:00:00Z,3830.00,9776.70,0.00,932.00,9905.60,2035.00,140.00,11.00,14013.86,0.00,31.50
2019-03-17T02:00:00Z,3830.00,9713.45,0.00,655.01,9235.03,2035.00,140.00,11.00,14703.15,0.00,31.50
2019-03-17T03:00:00Z,3830.00,9775.70,0.00,480.02,8729.92,2035.00,140.05,11.00,14937.37,0.00,31.50
2019-03-17T04:00:00Z,3830.00,9773.70,0.00,465.00,8553.67,2035.00,140.00,11.00,15038.56,0.00,31.50
