GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2019-03-13T05:00:00Z,2661.60,9494.90,0.00,427.00,4684.42,2035.00,140.00,11.00,16785.34,0.00,31.50
2019-03-13T06:00:00Z,2661.60,9424.90,0.00,425.00,4399.50,2035.00,140.00,11.00,16804.23,0.00,31.50
2019-03-13T07:00:00Z,2661.60,9493.90,0.00,435.08,4401.50,2035.00,140.00,11.00,16790.96,0.00,31.50
2019-03-13T08:00:00Z,2661.60,9493.90,0.00,436.00,4675.40,2035.00,140.00,11.00,16637.35,0.00,31.50
2019-03-13T09:00:00Z,2661.60,9493.90,0.00,448.08,4821.72,2035.00,140.00,11.00,16576.19,0.00,31.50
2019-03-13T10:00:00Z,2661.60,9482.90,0.00,560.67,5311.39,2035.00,140.00,11.00,16838.75,0.00,31.50
2019-03-13T11:00:00Z,2661.60,9594.73,0.00,1086.68,5475.73,2035.00,140.00,11.00,17012.69,0.00,31.50
2019-03-13T12:00:00Z,2661.60,9357.90,0.00,1197.78,5507.60,2035.00,140.03,11.00,17427.01,0.00,31.50
2019-03-13T13:00:00Z,2661.60,9363.90,0.00,1061.12,5393.90,2035.00,141.28,10.40,17224.93,0.00,27.83
2019-03-13T14:00:00Z,2661.60,9319.90,1.17,1008.20,5398.77,2035.00,157.80,10.40,17150.25,0.00,26.00
2019-03-13T15:00:00Z,2661.60,9280.81,2.10,1067.33,5350.45,2035.00,172.70,10.40,17164.00,0.00,26.00
2019-03-13T16:00:00Z,2661.60,9173.05,0.00,980.20,5420.53,2035.00,179.70,10.40,17195.50,0.00,26.00
2019-03-13T17:00:00Z,2661.60,9118.48,0.00,926.87,5454.10,2035.00,183.90,10.40,17122.75,0.00,26.00
2019-03-13T18:00:00Z,2661.60,9192.90,0.00,885.65,5472.13,2035.00,184.10,10.40,16982.55,0.00,22.18
2019-03-13T19:00:00Z,2661.60,9190.90,0.00,832.59,5634.10,2035.00,184.00,10.40,16854.20,0.00,20.90
2019-03-13T20:00:00Z,2661.60,9637.40,2.67,780.00,5809.62,2035.00,181.78,10.40,16301.76,0.00,20.90
2019-03-13T21:00:00Z,2661.60,9705.90,4.00,784.50,5922.60,2035.00,177.21,10.40,16149.74,0.00,20.90
2019-03-13T22:00:00Z,2661.60,9854.90,3.00,809.00,5880.73,2035.00,178.91,11.00,16244.78,0.00,20.90
2019-03-13T23:00:00Z,2661.60,9854.90,0.00,949.00,5846.13,2035.00,167.83,11.00,16619.18,0.00,23.45
2019-03-14T00:00:00Z,2661.60,9855.90,0.00,977.50,5932.80,2035.00,143.18,11.00,16452.34,0.00,28.29
2019-03-14T01:00:00Z,2661.60,9857.90,0.00,934.83,5997.50,2035.00,148.41,11.00,16830.70,0.00,31.50
2019-03-14T02:00:00Z,2661.60,9855.90,0.00,887.17,5891.35,2035.00,148.43,11.00,17181.31,0.00,31.50
2019-03-14T03:00:00Z,2661.60,9852.90,0.00,455.43,5584.54,2035.00,148.40,11.00,17342.88,0.00,31.50
2019-03-14T04:00:00Z,2661.60,9848.90,1.75,475.33,5118.97,2035.00,148.40,11.00,17003.53,0.00,31.50
