MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
10/25/2019 06:00:00,4150.600,480.660,700.109,81.738,228.922,1423.863,305.053,774.410,1726.367,3149.502,1090.625,587.669,282.359,3613.108,3367.537,948.247,3010.317
10/25/2019 07:00:00,4041.930,464.747,716.805,79.098,223.719,1384.640,299.015,759.118,1713.190,3080.784,1070.137,579.421,271.915,3574.392,3342.276,939.538,2943.156
10/25/2019 08:00:00,3994.414,461.224,709.006,78.337,223.945,1371.165,297.314,753.711,1688.308,3042.440,1062.645,576.912,267.065,3515.393,3304.072,932.752,2925.261
10/25/2019 09:00:00,3984.367,462.183,705.799,78.342,221.135,1376.307,299.156,758.469,1706.584,3035.045,1067.789,582.540,264.461,3526.031,3299.779,935.563,2926.539
10/25/2019 10:00:00,4043.590,471.645,713.378,81.992,226.422,1411.550,307.703,777.337,1731.664,3070.794,1098.831,598.718,271.122,3551.220,3345.309,946.465,2969.749
10/25/2019 11:00:00,4250.994,501.160,644.909,87.670,235.046,1513.568,334.053,829.705,1820.906,3214.196,1171.803,613.902,290.177,3622.098,3443.504,976.119,3110.227
10/25/2019 12:00:00,4647.273,547.118,605.776,96.309,257.992,1681.509,380.674,909.371,1947.324,3450.656,1292.876,643.738,322.449,3763.187,3631.047,1021.912,3378.176
10/25/2019 13:00:00,4933.116,573.836,621.495,101.479,267.857,1797.502,412.882,959.720,2079.097,3636.840,1377.657,668.634,351.893,3912.610,3773.900,1054.197,3506.826
10/25/2019 14:00:00,4996.887,574.561,636.052,102.266,268.700,1797.345,412.329,967.134,2038.820,3689.583,1363.779,661.688,357.912,3948.542,3771.721,1056.534,3495.637
10/25/2019 15:00:00,5099.790,590.339,639.049,102.054,268.762,1777.431,403.860,958.502,1961.357,3742.956,1350.955,645.571,364.797,3898.083,3719.150,1057.815,3481.566
10/25/2019 16:00:00,5149.869,617.229,643.673,99.537,264.112,1746.242,395.160,930.801,1926.628,3801.577,1335.823,634.868,369.891,3851.763,3662.753,1053.496,3456.104
10/25/2019 17:00:00,5124.270,609.233,643.039,93.207,257.978,1702.303,384.720,902.925,1893.044,3761.561,1308.130,653.213,367.154,3786.460,3596.548,1048.767,3408.779
10/25/2019 18:00:00,5055.288,597.531,637.825,89.850,253.138,1673.941,374.532,873.475,1848.114,3737.842,1284.645,641.629,368.059,3702.911,3532.842,1042.526,3356.350
10/25/2019 19:00:00,5052.847,584.211,625.863,88.552,248.403,1660.675,366.820,858.082,1816.509,3705.119,1272.194,639.404,363.305,3653.545,3525.499,1045.537,3334.629
10/25/2019 20:00:00,5007.493,574.366,618.637,88.679,246.984,1633.555,357.978,846.526,1788.900,3670.181,1256.400,633.712,354.063,3606.591,3497.094,1029.029,3278.839
10/25/2019 21:00:00,4946.808,564.722,613.422,88.737,243.774,1610.992,350.630,838.187,1779.276,3640.606,1239.139,629.059,350.188,3568.651,3463.257,1022.921,3222.411
10/25/2019 22:00:00,4933.567,555.585,607.103,91.612,240.889,1597.089,350.038,841.646,1744.539,3629.376,1238.040,625.988,344.800,3519.062,3434.935,1026.414,3194.432
10/25/2019 23:00:00,4923.478,551.554,603.215,96.005,236.510,1601.061,346.653,849.447,1681.012,3609.723,1219.246,616.104,335.292,3493.423,3366.865,1023.935,3154.857
10/26/2019 00:00:00,4969.454,564.978,609.967,101.181,238.627,1633.413,350.826,882.607,1702.462,3636.535,1232.373,613.476,346.532,3473.962,3392.285,1027.507,3186.653
10/26/2019 01:00:00,4974.546,571.573,609.853,103.682,246.870,1667.590,356.000,916.474,1755.302,3612.581,1269.741,641.571,351.000,3535.474,3488.732,1024.111,3279.378
10/26/2019 02:00:00,4910.495,561.756,597.084,101.973,248.009,1645.310,349.702,913.566,1788.396,3570.715,1253.822,645.319,342.784,3581.057,3501.102,1029.200,3258.557
10/26/2019 03:00:00,4766.553,547.128,588.799,97.532,237.642,1607.244,337.762,902.027,1771.042,3482.738,1224.244,642.754,330.262,3571.987,3464.466,1006.158,3205.847
10/26/2019 04:00:00,4580.958,521.310,598.552,91.684,224.994,1541.455,318.796,864.454,1714.799,3351.715,1164.084,629.703,312.576,3534.787,3370.003,972.254,3087.251
10/26/2019 05:00:00,4356.404,491.157,567.190,85.745,215.451,1466.782,297.208,823.725,1644.153,3192.409,1102.908,619.364,294.357,3495.455,3275.978,961.050,2981.525
