MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
12/01/2019 07:00:00,4274.118,548.295,640.102,94.570,219.998,1463.493,322.607,867.315,1667.496,3212.749,1128.037,622.535,286.877,3667.710,3561.700,1033.688,3107.626
12/01/2019 08:00:00,4207.193,551.634,635.335,91.814,217.107,1446.245,316.271,858.112,1656.048,3191.499,1118.629,612.763,285.151,3644.682,3538.395,1035.131,3076.150
12/01/2019 09:00:00,4201.894,562.177,640.076,91.519,214.341,1434.178,315.862,863.379,1614.926,3218.964,1115.705,608.828,285.503,3638.274,3501.662,1046.268,3047.019
12/01/2019 10:00:00,4240.155,573.049,643.879,91.324,213.600,1429.523,317.919,868.434,1608.747,3220.715,1116.950,606.802,288.769,3643.189,3490.485,1065.084,3059.830
12/01/2019 11:00:00,4329.782,583.910,600.366,92.327,214.241,1440.560,322.998,873.675,1623.051,3260.826,1136.245,607.485,295.324,3674.332,3505.979,1081.985,3077.951
12/01/2019 12:00:00,4508.757,600.869,606.242,94.594,219.706,1483.113,333.254,893.475,1648.566,3330.180,1161.920,605.921,303.872,3704.246,3549.692,1108.606,3131.436
12/01/2019 13:00:00,4691.932,630.064,612.483,98.508,224.718,1541.568,350.976,921.852,1698.403,3430.497,1204.309,618.279,315.935,3754.672,3615.018,1141.675,3226.501
12/01/2019 14:00:00,4919.681,664.136,616.958,102.335,226.471,1590.190,368.064,956.276,1743.996,3513.591,1240.925,623.335,324.040,3825.551,3705.836,1173.990,3307.026
12/01/2019 15:00:00,5134.550,696.856,625.238,107.319,228.970,1647.350,379.684,998.688,1776.572,3584.633,1274.904,626.945,333.349,3799.023,3779.146,1193.934,3380.817
12/01/2019 16:00:00,5178.570,720.143,631.341,111.740,236.303,1724.727,390.303,1033.443,1838.909,3614.604,1318.468,630.489,346.093,3700.622,3883.349,1180.998,3493.534
12/01/2019 17:00:00,5121.670,720.596,633.379,116.256,239.809,1781.186,398.875,1059.198,1835.950,3604.728,1351.195,628.242,353.475,3611.339,3906.014,1149.791,3542.165
12/01/2019 18:00:00,4999.853,707.722,632.790,119.064,243.307,1806.373,406.302,1074.959,1829.517,3570.640,1369.479,624.451,359.154,3550.059,3918.714,1115.978,3543.130
12/01/2019 19:00:00,4943.429,705.072,636.189,121.939,244.511,1821.160,408.160,1085.448,1807.831,3544.311,1374.905,616.939,363.920,3505.459,3897.238,1088.404,3553.912
12/01/2019 20:00:00,4877.580,699.900,634.101,121.058,243.937,1818.286,412.538,1074.257,1780.018,3477.191,1382.286,612.582,367.188,3440.988,3853.735,1060.736,3508.182
12/01/2019 21:00:00,4814.793,701.484,631.902,122.576,244.294,1825.958,413.193,1069.456,1754.335,3422.468,1378.985,609.074,367.657,3391.160,3839.071,1029.051,3479.111
12/01/2019 22:00:00,4830.244,702.021,633.678,124.673,248.003,1866.439,416.899,1079.054,1752.965,3403.130,1394.296,606.147,371.213,3373.547,3830.737,1016.091,3505.156
12/01/2019 23:00:00,4957.151,720.214,640.668,129.874,252.702,1901.748,431.645,1109.423,1788.134,3478.853,1436.516,609.501,385.304,3389.902,3875.859,1046.513,3582.023
12/02/2019 00:00:00,5349.296,756.774,656.791,137.267,266.829,2018.224,454.087,1171.084,1887.961,3707.342,1521.066,635.191,410.633,3510.540,4069.640,1118.033,3744.944
12/02/2019 01:00:00,5582.072,764.887,662.924,136.724,269.576,2039.518,449.590,1180.906,1923.533,3846.913,1520.527,654.673,413.193,3692.677,4120.106,1172.322,3815.302
12/02/2019 02:00:00,5649.677,762.284,662.144,135.500,271.835,2010.889,441.108,1173.010,1917.229,3866.615,1501.826,650.529,408.387,3741.175,4105.854,1184.455,3828.186
12/02/2019 03:00:00,5631.854,748.794,658.991,130.580,279.236,1942.575,428.247,1142.707,1895.819,3859.504,1463.237,644.339,397.789,3768.189,4076.654,1195.463,3762.984
12/02/2019 04:00:00,5493.367,730.606,648.323,123.775,270.341,1859.603,411.934,1095.704,1840.908,3787.920,1403.644,625.857,383.798,3746.934,4033.873,1179.039,3641.966
12/02/2019 05:00:00,5292.710,697.017,637.705,115.534,261.298,1753.860,385.552,1024.154,1741.641,3639.042,1319.760,603.422,366.107,3661.340,3938.631,1139.148,3451.493
12/02/2019 06:00:00,5091.598,671.624,626.269,108.018,255.016,1631.465,365.437,973.089,1648.954,3501.366,1250.659,586.261,350.227,3567.354,3810.997,1106.219,3370.427
