MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
10/07/2019 06:00:00,4104.581,389.409,631.094,73.474,197.059,1252.947,256.716,671.867,1356.364,2796.033,970.691,541.664,253.773,2985.078,2924.513,808.659,2513.014
10/07/2019 07:00:00,3934.435,378.551,663.314,70.641,196.042,1217.170,248.302,654.907,1310.641,2705.525,952.151,539.201,244.702,2924.377,2876.859,795.174,2452.305
10/07/2019 08:00:00,3798.082,373.855,623.516,69.202,197.838,1200.184,247.137,646.768,1303.782,2652.512,942.721,537.754,237.204,2900.945,2854.881,793.452,2427.480
10/07/2019 09:00:00,3738.788,377.223,618.255,69.191,197.188,1205.572,248.649,650.618,1308.560,2647.404,947.332,545.638,236.704,2894.515,2871.316,801.456,2424.225
10/07/2019 10:00:00,3764.985,387.277,624.516,72.606,197.780,1240.293,256.104,668.545,1340.551,2679.713,973.942,557.000,242.719,2907.797,2907.589,799.837,2477.117
10/07/2019 11:00:00,3928.065,422.602,631.893,77.976,212.129,1334.051,279.210,715.798,1417.956,2797.404,1046.580,577.531,262.092,2964.051,3020.639,812.833,2642.478
10/07/2019 12:00:00,4260.116,485.464,565.775,86.775,227.831,1510.989,326.178,797.602,1569.896,3048.654,1169.311,610.638,296.881,3105.689,3262.222,859.913,2946.823
10/07/2019 13:00:00,4421.869,515.497,580.017,91.340,239.758,1616.527,360.535,832.318,1715.488,3216.001,1251.903,639.475,315.989,3230.976,3441.108,887.873,3124.115
10/07/2019 14:00:00,4327.879,524.517,590.873,91.180,240.850,1625.864,364.840,832.766,1715.673,3234.190,1250.487,642.466,322.854,3224.831,3417.556,860.963,3184.473
10/07/2019 15:00:00,4708.498,529.889,601.686,89.993,241.632,1640.734,364.974,833.874,1681.569,3331.624,1261.867,637.963,330.428,3235.881,3398.781,839.656,3242.152
10/07/2019 16:00:00,4875.763,528.514,611.417,91.567,244.506,1688.777,368.856,843.612,1670.298,3418.257,1291.358,643.536,339.222,3288.311,3382.833,857.678,3308.399
10/07/2019 17:00:00,4951.521,530.960,618.513,91.677,249.633,1709.849,375.113,844.163,1666.484,3478.132,1307.558,650.171,344.754,3302.977,3356.746,870.989,3317.678
10/07/2019 18:00:00,5014.089,532.680,621.525,91.770,251.231,1717.790,379.317,849.788,1655.147,3526.335,1324.888,651.244,348.334,3311.841,3356.429,882.752,3361.965
10/07/2019 19:00:00,5091.015,540.212,625.670,92.645,252.951,1719.546,379.373,862.245,1667.170,3565.740,1317.662,656.862,351.033,3334.092,3364.379,899.317,3444.943
10/07/2019 20:00:00,5151.894,541.576,623.532,94.086,250.672,1712.509,381.563,867.289,1655.323,3618.065,1323.441,659.816,354.845,3378.345,3370.401,916.665,3438.623
10/07/2019 21:00:00,5222.607,543.455,629.013,98.133,249.396,1714.099,382.538,877.174,1645.449,3713.686,1325.535,659.680,358.132,3412.683,3375.356,937.154,3422.891
10/07/2019 22:00:00,5276.828,545.927,628.668,102.527,248.939,1726.027,384.359,893.007,1622.785,3761.635,1334.668,655.418,361.697,3444.679,3374.272,957.412,3437.849
10/07/2019 23:00:00,5235.280,543.845,624.452,107.354,240.471,1728.585,380.189,908.012,1594.146,3718.006,1331.730,649.734,358.038,3463.847,3351.180,963.630,3416.522
10/08/2019 00:00:00,5157.297,540.692,615.559,108.864,240.636,1706.775,377.870,907.565,1597.802,3683.535,1316.689,643.590,355.373,3435.606,3391.265,967.056,3386.418
10/08/2019 01:00:00,5204.633,554.667,613.231,111.394,249.261,1749.146,379.418,930.121,1640.831,3694.936,1343.300,659.942,361.588,3443.301,3469.278,977.103,3425.059
10/08/2019 02:00:00,5085.290,540.954,608.144,107.137,248.175,1730.335,368.592,914.620,1637.220,3657.604,1313.357,676.770,348.175,3486.602,3458.028,974.950,3360.455
10/08/2019 03:00:00,4826.252,507.143,595.015,99.168,236.083,1636.655,345.086,864.925,1566.988,3502.233,1237.474,662.295,327.970,3399.833,3363.387,940.549,3240.857
10/08/2019 04:00:00,4507.127,465.254,578.913,88.805,228.007,1512.079,313.091,797.167,1467.461,3313.193,1139.611,627.616,302.726,3277.316,3219.284,899.653,3026.932
10/08/2019 05:00:00,4168.385,434.186,614.218,80.011,211.649,1405.274,283.493,725.528,1393.033,3077.666,1049.491,604.072,281.076,3158.546,3116.293,851.930,2889.075
