MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
10/30/2019 06:00:00,4333.868,555.997,696.683,92.467,257.097,1593.976,329.461,884.670,1809.578,3312.747,1139.351,623.597,308.151,3691.095,3666.774,997.496,3129.080
10/30/2019 07:00:00,4237.437,550.101,689.306,90.111,251.108,1559.821,323.208,871.960,1787.930,3249.118,1123.902,612.949,298.980,3663.760,3613.655,989.416,3058.395
10/30/2019 08:00:00,4190.741,548.051,726.313,89.264,244.527,1545.708,321.406,867.714,1767.731,3228.054,1118.210,618.814,295.124,3645.022,3607.883,991.257,3038.193
10/30/2019 09:00:00,4181.258,549.895,730.830,89.212,245.817,1553.432,323.737,872.775,1818.812,3235.360,1124.525,619.784,295.961,3659.222,3604.234,1006.053,3052.804
10/30/2019 10:00:00,4259.241,563.954,739.587,92.859,249.756,1589.716,332.820,895.217,1844.037,3317.056,1149.472,627.474,303.554,3689.807,3640.937,1020.384,3115.549
10/30/2019 11:00:00,4467.102,608.344,610.973,98.861,259.543,1705.038,359.424,951.464,1925.703,3487.623,1223.335,650.220,325.599,3775.004,3740.558,1062.051,3267.337
10/30/2019 12:00:00,4911.179,684.405,638.480,107.562,284.155,1888.866,408.637,1037.751,2074.560,3750.060,1351.028,692.915,362.712,3943.530,3958.204,1121.165,3548.680
10/30/2019 13:00:00,5152.346,721.024,656.942,112.901,296.666,2011.621,441.776,1088.972,2200.961,3948.742,1439.771,733.907,392.788,4111.205,4136.203,1141.718,3763.613
10/30/2019 14:00:00,5213.138,711.531,659.933,114.329,296.280,2002.542,448.830,1089.808,2199.635,4028.227,1440.875,736.709,395.161,4152.053,4123.057,1129.014,3797.513
10/30/2019 15:00:00,5266.833,711.080,660.433,116.820,296.893,2006.408,451.502,1093.371,2188.209,4052.166,1446.705,738.053,394.974,4156.485,4087.932,1118.341,3819.911
10/30/2019 16:00:00,5312.241,715.242,663.870,118.738,299.152,2025.137,454.986,1101.975,2191.741,4082.677,1454.883,742.045,397.677,4180.895,4046.398,1130.415,3860.144
10/30/2019 17:00:00,5328.544,712.044,668.164,119.673,296.385,2027.639,454.273,1106.775,2150.767,4095.546,1453.670,739.310,396.918,4184.126,3988.381,1134.024,3861.959
10/30/2019 18:00:00,5362.365,707.374,667.435,119.627,299.378,2033.126,451.738,1102.861,2098.099,4117.481,1446.241,734.647,398.763,4162.206,3921.131,1134.282,3823.572
10/30/2019 19:00:00,5367.839,701.953,658.693,119.994,301.502,2031.881,447.876,1105.443,2075.074,4124.185,1429.309,737.369,400.959,4148.258,3865.983,1136.836,3828.184
10/30/2019 20:00:00,5321.528,696.016,653.846,120.262,297.065,2027.139,440.810,1099.167,2041.986,4134.307,1407.966,738.874,399.699,4133.964,3835.654,1137.150,3799.718
10/30/2019 21:00:00,5330.939,699.818,656.784,121.671,303.387,2039.316,433.314,1108.862,1977.183,4110.426,1385.628,737.135,398.615,4098.814,3790.472,1151.171,3786.528
10/30/2019 22:00:00,5421.109,699.567,658.134,125.193,304.664,2056.683,434.506,1130.478,1960.083,4134.123,1390.850,732.541,400.159,4051.699,3807.220,1168.913,3806.691
10/30/2019 23:00:00,5507.683,718.875,656.411,129.296,297.849,2098.430,437.737,1154.720,2023.851,4146.956,1415.703,721.464,400.558,4009.866,3842.297,1193.980,3816.464
10/31/2019 00:00:00,5668.310,736.413,665.927,133.387,310.960,2141.880,447.335,1179.006,2084.574,4211.670,1456.345,712.834,412.424,4038.387,3923.946,1232.493,3876.405
10/31/2019 01:00:00,5761.934,738.457,668.221,132.467,305.993,2123.666,444.857,1172.472,2105.412,4227.034,1468.067,716.721,410.110,4127.798,3995.460,1255.705,3884.717
10/31/2019 02:00:00,5743.140,730.546,668.689,128.010,306.412,2068.504,432.997,1146.896,2105.387,4206.254,1449.932,706.371,400.698,4135.234,3980.371,1257.481,3819.682
10/31/2019 03:00:00,5624.143,711.151,658.984,120.282,294.864,1988.002,415.264,1105.870,2058.684,4106.724,1393.765,705.742,387.333,4100.731,3934.049,1239.514,3714.611
10/31/2019 04:00:00,5388.255,674.915,646.115,110.763,287.714,1867.911,383.245,1033.774,1998.634,3932.116,1306.791,691.604,366.958,4007.568,3839.939,1197.441,3541.347
10/31/2019 05:00:00,5144.915,645.786,628.487,102.776,279.400,1770.422,357.693,987.796,1929.010,3788.336,1224.755,678.804,349.113,3925.249,3724.488,1160.559,3393.955
