MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
02/03/2020 07:00:00,3897.912,416.029,698.729,80.755,206.856,1221.856,296.670,746.578,1571.982,2933.800,1054.518,540.493,258.361,3275.943,3426.326,886.466,2883.492
02/03/2020 08:00:00,3835.620,409.214,698.369,78.257,203.456,1200.073,295.737,736.408,1595.283,2853.596,1049.747,534.681,252.702,3246.131,3428.372,870.942,2823.601
02/03/2020 09:00:00,3820.025,410.831,696.953,77.932,205.208,1194.618,297.300,738.684,1639.791,2835.002,1056.755,536.285,250.102,3263.918,3443.261,874.113,2817.293
02/03/2020 10:00:00,3873.484,416.208,696.625,78.972,207.966,1213.427,303.808,748.843,1661.497,2840.283,1072.087,542.087,251.190,3270.182,3467.256,887.335,2844.189
02/03/2020 11:00:00,4014.793,434.054,695.363,84.068,214.342,1271.489,317.945,783.605,1696.921,2909.455,1117.448,556.828,259.434,3305.224,3518.648,908.384,2891.324
02/03/2020 12:00:00,4321.257,473.590,660.770,90.872,227.145,1385.439,351.387,849.844,1820.685,3113.301,1207.084,593.954,281.353,3392.504,3644.211,958.348,3079.830
02/03/2020 13:00:00,4829.896,541.091,651.197,100.139,248.838,1590.791,400.407,953.041,2001.237,3419.655,1322.900,656.912,317.618,3575.671,3871.917,1035.071,3410.539
02/03/2020 14:00:00,5079.408,571.285,671.030,105.590,260.587,1666.949,440.623,997.274,2126.798,3615.897,1410.833,708.004,340.835,3712.923,4037.002,1058.466,3624.030
02/03/2020 15:00:00,5046.687,568.548,678.366,105.719,262.239,1644.238,445.400,980.289,2125.365,3624.501,1404.853,735.504,344.623,3708.884,4028.680,1029.191,3644.270
02/03/2020 16:00:00,4999.541,553.596,682.714,101.162,261.108,1613.747,448.619,955.416,2131.770,3622.048,1418.004,740.263,348.629,3699.954,4038.173,1016.893,3636.262
02/03/2020 17:00:00,4900.187,542.849,681.180,96.709,260.985,1581.150,455.163,930.835,2139.781,3563.256,1435.157,750.466,347.397,3690.130,4022.522,998.983,3636.372
02/03/2020 18:00:00,4812.084,531.746,676.059,92.879,254.346,1558.095,456.566,920.365,2150.919,3514.520,1442.591,760.441,345.663,3617.403,4019.433,953.019,3633.191
02/03/2020 19:00:00,4751.837,522.586,676.147,91.862,253.385,1545.084,458.106,908.911,2148.732,3466.067,1433.388,761.636,342.139,3576.940,3975.415,944.808,3638.612
02/03/2020 20:00:00,4710.738,515.294,675.860,91.018,257.088,1526.461,455.932,920.443,2142.187,3460.440,1434.906,759.012,342.745,3554.134,3976.842,937.474,3664.157
02/03/2020 21:00:00,4651.489,510.601,669.830,96.561,256.529,1527.399,448.846,920.333,2107.878,3392.461,1429.753,761.720,340.374,3526.117,3960.837,933.025,3639.668
02/03/2020 22:00:00,4647.937,507.653,658.151,100.311,259.481,1552.350,449.035,922.980,2105.938,3354.058,1434.617,757.065,338.459,3502.836,3956.744,945.606,3628.562
02/03/2020 23:00:00,4658.570,511.849,658.246,104.398,263.576,1615.759,453.539,953.155,2129.529,3372.112,1457.242,749.279,340.137,3511.184,3982.093,959.486,3644.591
02/04/2020 00:00:00,4760.302,536.631,661.413,114.593,268.858,1763.088,464.939,1021.215,2095.096,3441.828,1501.892,736.686,352.598,3523.633,4065.070,995.262,3693.281
02/04/2020 01:00:00,4972.532,563.944,672.304,120.391,279.682,1852.740,472.843,1073.929,2139.328,3572.654,1542.616,745.273,363.753,3621.672,4222.564,1059.440,3794.954
02/04/2020 02:00:00,4995.163,560.547,670.816,118.815,286.832,1853.980,462.085,1068.622,2188.757,3675.398,1518.658,738.196,354.169,3672.481,4217.518,1097.049,3777.829
02/04/2020 03:00:00,4923.225,550.811,668.043,115.842,286.781,1841.636,449.559,1046.566,2153.766,3714.807,1483.467,722.667,342.328,3662.013,4109.356,1112.218,3716.353
02/04/2020 04:00:00,4748.142,529.584,661.164,110.073,282.292,1769.067,430.485,1008.892,2073.922,3675.629,1422.436,730.944,325.166,3631.782,4037.719,1098.524,3617.274
02/04/2020 05:00:00,4482.352,496.642,654.934,101.255,272.010,1650.803,401.335,948.471,1995.985,3543.626,1335.325,716.831,303.568,3533.010,3933.524,1059.715,3453.885
02/04/2020 06:00:00,4267.303,468.351,682.802,94.298,264.269,1569.511,374.919,905.221,1931.856,3398.345,1263.385,684.044,282.461,3443.903,3846.901,1030.997,3310.620
