MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
02/09/2020 07:00:00,4340.701,543.318,628.072,94.519,233.311,1538.856,329.777,912.654,1653.475,3243.097,1170.066,565.909,311.053,3365.254,3655.898,1007.772,3180.504
02/09/2020 08:00:00,4259.910,524.672,621.512,91.949,229.613,1512.758,321.930,897.317,1627.381,3179.852,1146.546,555.214,302.496,3333.554,3638.225,987.710,3129.890
02/09/2020 09:00:00,4228.490,515.630,619.170,90.294,226.070,1480.078,316.210,888.890,1634.021,3136.259,1129.915,546.050,297.741,3320.336,3636.818,973.345,3049.861
02/09/2020 10:00:00,4240.414,500.163,620.320,89.478,223.979,1451.540,314.689,884.374,1642.131,3099.975,1120.814,539.388,295.121,3309.566,3621.125,956.657,3009.714
02/09/2020 11:00:00,4272.947,498.059,620.492,89.361,222.739,1448.332,316.328,885.785,1667.594,3119.108,1122.223,543.250,296.110,3324.968,3600.696,957.655,2992.738
02/09/2020 12:00:00,4344.626,506.042,590.833,90.277,223.995,1462.455,323.784,896.166,1695.610,3098.457,1136.363,558.320,302.057,3369.728,3623.965,967.135,3046.547
02/09/2020 13:00:00,4461.368,523.342,590.580,92.808,226.655,1503.473,337.164,911.619,1755.333,3135.702,1167.849,577.066,312.058,3418.085,3694.922,993.252,3127.879
02/09/2020 14:00:00,4538.952,543.052,587.329,95.686,225.423,1523.014,353.109,929.158,1815.788,3195.531,1197.905,598.477,314.385,3493.568,3772.085,1017.142,3180.381
02/09/2020 15:00:00,4671.865,555.906,594.921,99.725,225.632,1541.158,357.691,945.648,1856.592,3258.605,1223.888,612.184,314.933,3498.546,3822.765,1038.512,3269.336
02/09/2020 16:00:00,4662.061,546.756,602.403,102.984,227.864,1555.106,374.037,957.580,1893.638,3269.316,1254.800,631.529,323.467,3488.544,3831.699,1040.100,3333.808
02/09/2020 17:00:00,4589.953,533.766,604.240,103.603,228.997,1579.462,386.018,958.093,1929.035,3309.858,1304.450,636.736,319.325,3483.629,3820.576,1024.934,3348.142
02/09/2020 18:00:00,4520.402,522.374,604.196,106.144,227.774,1621.358,397.863,957.330,1845.686,3321.053,1336.605,643.688,311.665,3433.591,3795.923,1003.693,3342.400
02/09/2020 19:00:00,4501.213,516.143,607.043,104.771,224.611,1678.531,405.748,949.426,1840.724,3315.454,1349.593,645.593,318.523,3422.058,3766.123,996.860,3322.392
02/09/2020 20:00:00,4458.330,513.025,603.116,99.112,221.251,1688.631,394.661,933.157,1824.093,3299.095,1331.781,637.354,321.028,3387.892,3705.953,982.665,3301.192
02/09/2020 21:00:00,4395.252,510.099,602.659,98.471,220.221,1690.311,384.631,922.756,1778.928,3242.149,1320.248,625.688,324.449,3371.432,3649.048,956.982,3266.986
02/09/2020 22:00:00,4379.798,516.181,603.596,100.695,223.008,1587.579,385.106,930.191,1752.012,3227.669,1314.602,608.238,326.565,3329.845,3634.043,945.629,3272.908
02/09/2020 23:00:00,4441.759,532.298,608.842,106.028,227.425,1601.986,395.251,961.062,1786.448,3276.945,1335.480,596.336,333.321,3313.318,3655.175,964.674,3354.332
02/10/2020 00:00:00,4579.355,560.045,616.837,116.266,239.986,1739.259,417.539,1024.995,1812.866,3404.388,1385.402,605.227,348.571,3348.680,3749.140,1008.232,3505.057
02/10/2020 01:00:00,4793.113,576.476,631.415,122.853,256.580,1826.499,434.460,1077.842,1901.020,3539.762,1455.329,620.431,356.661,3474.598,3933.431,1061.372,3668.747
02/10/2020 02:00:00,4811.984,575.567,675.059,121.743,266.093,1828.066,430.499,1075.789,1937.544,3602.151,1450.416,627.440,348.864,3577.904,3958.585,1094.445,3699.265
02/10/2020 03:00:00,4752.218,569.596,669.637,118.934,268.451,1834.431,421.837,1059.237,1946.686,3580.282,1426.930,620.797,341.329,3590.572,3954.769,1101.718,3671.075
02/10/2020 04:00:00,4622.770,551.846,663.463,114.669,269.828,1789.183,406.186,1027.047,1905.078,3502.162,1378.689,605.947,328.919,3575.997,3918.239,1083.267,3546.868
02/10/2020 05:00:00,4408.836,531.346,655.968,107.187,256.045,1721.865,383.396,974.979,1875.689,3366.285,1304.683,582.308,312.385,3526.977,3810.340,1046.792,3400.945
02/10/2020 06:00:00,4191.287,514.240,647.845,102.803,251.332,1657.968,366.044,941.671,1825.039,3259.350,1241.718,561.322,301.201,3445.738,3734.566,1018.169,3227.697
