MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
01/18/2020 07:00:00,4345.726,535.296,669.814,101.116,251.619,1600.468,344.505,926.906,1896.599,3384.937,1258.578,656.904,320.173,3513.906,3857.968,1033.111,3205.222
01/18/2020 08:00:00,4210.021,512.170,657.971,96.988,246.247,1554.710,335.962,895.355,1923.180,3275.523,1231.492,661.259,304.662,3501.303,3852.749,1008.538,3169.662
01/18/2020 09:00:00,4114.244,494.623,654.724,94.802,236.659,1512.322,350.566,873.804,1956.210,3221.776,1238.912,660.012,294.531,3498.639,3878.210,997.816,3137.902
01/18/2020 10:00:00,4057.184,483.481,652.030,93.760,235.930,1503.550,363.088,868.900,1959.829,3229.008,1274.753,658.764,287.091,3510.723,3904.228,995.080,3126.230
01/18/2020 11:00:00,4075.016,483.089,655.218,94.337,237.853,1532.376,375.041,884.278,2006.501,3278.476,1315.186,663.231,287.595,3533.024,3957.289,1008.532,3182.093
01/18/2020 12:00:00,4157.016,502.026,661.674,97.206,245.144,1590.645,391.396,924.941,2040.890,3396.704,1366.193,664.804,294.944,3578.623,4049.686,1042.971,3287.704
01/18/2020 13:00:00,4319.293,531.131,674.873,103.664,254.655,1700.635,409.994,980.401,2119.220,3529.677,1417.672,683.182,308.689,3654.389,4206.543,1095.390,3426.161
01/18/2020 14:00:00,4498.621,566.928,689.671,110.192,260.812,1817.312,432.772,1038.827,2167.827,3666.154,1471.158,694.398,321.992,3728.234,4359.451,1147.429,3544.796
01/18/2020 15:00:00,4650.494,598.651,652.549,117.417,265.525,1903.501,444.980,1098.657,2200.266,3770.668,1504.808,700.123,334.644,3749.637,4424.699,1171.981,3612.167
01/18/2020 16:00:00,4807.700,627.133,660.214,119.212,267.531,1927.466,447.520,1123.339,2162.834,3825.533,1530.982,702.160,350.120,3720.407,4430.180,1176.855,3649.939
01/18/2020 17:00:00,4882.985,636.614,666.600,114.505,268.267,1908.017,446.812,1109.559,2119.636,3830.189,1538.089,685.530,362.659,3685.562,4382.253,1169.049,3654.915
01/18/2020 18:00:00,4853.127,612.895,662.106,112.900,267.194,1881.338,447.523,1086.342,2100.246,3798.213,1536.508,659.246,356.527,3635.413,4387.207,1145.380,3594.188
01/18/2020 19:00:00,4735.560,584.046,655.310,110.856,261.209,1840.159,446.736,1061.199,2044.496,3671.065,1520.784,639.124,343.933,3563.908,4393.860,1107.305,3501.156
01/18/2020 20:00:00,4626.132,565.598,646.598,108.660,258.137,1823.171,437.994,1036.151,1971.158,3579.863,1505.902,626.264,334.935,3497.390,4381.373,1069.208,3411.552
01/18/2020 21:00:00,4536.578,554.191,638.184,107.736,256.432,1784.807,425.127,1016.677,1955.894,3453.780,1483.062,608.808,330.264,3437.989,4368.314,1034.231,3329.954
01/18/2020 22:00:00,4500.370,552.089,632.457,109.677,252.372,1746.699,421.594,1014.108,1904.197,3382.918,1471.968,590.858,330.689,3398.961,4380.706,1009.380,3295.566
01/18/2020 23:00:00,4516.394,573.686,632.367,118.019,257.133,1796.226,432.011,1055.267,1951.635,3409.117,1507.707,584.107,343.824,3393.739,4486.518,1014.448,3328.383
01/19/2020 00:00:00,4717.100,626.493,647.451,130.277,270.102,1980.840,451.076,1132.266,1985.422,3544.442,1578.159,588.479,374.606,3435.113,4661.989,1062.913,3468.028
01/19/2020 01:00:00,5020.247,665.368,665.238,134.125,280.833,2033.041,456.175,1168.006,2045.351,3736.503,1602.905,606.267,390.664,3575.450,4698.907,1139.720,3618.848
01/19/2020 02:00:00,5072.408,672.914,663.579,133.154,280.489,2027.102,448.105,1164.336,2031.332,3758.655,1583.126,601.129,387.594,3637.222,4657.575,1161.859,3607.558
01/19/2020 03:00:00,5123.467,673.551,661.326,130.291,279.130,2015.978,441.510,1152.012,2054.102,3783.164,1568.143,606.910,382.483,3656.221,4569.307,1176.304,3597.012
01/19/2020 04:00:00,5115.560,663.848,661.997,126.192,274.710,1974.033,433.144,1129.709,2043.394,3777.934,1538.093,617.760,374.215,3655.696,4441.086,1179.271,3571.566
01/19/2020 05:00:00,5032.245,646.182,662.836,120.252,268.689,1912.783,416.849,1097.370,2015.966,3744.331,1490.434,613.585,362.326,3637.575,4323.361,1173.098,3485.486
01/19/2020 06:00:00,4959.486,629.436,688.708,114.639,263.356,1802.377,401.346,1066.487,1990.918,3677.649,1444.459,601.606,349.863,3608.814,4251.148,1155.370,3388.359
