GMT TIME, Coal Market, Coal Self, Diesel Fuel Oil, Hydro, Natural Gas, Nuclear, Solar, Waste Disposal Services, Wind, Waste Heat, Other
2018-06-01T05:00:00Z,5929.00,11263.80,81.70,1410.00,13059.60,1202.00,140.00,10.00,12987.35,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12572.60,1202.00,140.00,10.00,13019.05,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12482.60,1202.00,140.00,10.00,12978.85,0.00,36.50
2018-06-01T05:00:00Z,5929.00,11263.80,81.70,1410.00,13059.60,1202.00,140.00,10.00,12977.75,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12919.60,1202.00,140.00,10.00,12977.95,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12482.60,1202.00,140.00,10.00,12979.05,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12362.60,1202.00,140.00,10.00,12978.25,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12612.60,1202.00,140.00,10.00,13019.05,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12362.60,1202.00,140.00,10.00,12978.25,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12868.60,1202.00,140.00,10.00,12977.85,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12482.60,1202.00,140.00,10.00,12979.05,0.00,36.50
2018-06-01T05:00:00Z,5943.40,11263.80,81.70,1410.00,12572.60,1202.00,140.00,10.00,12978.95,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.50,10.00,13173.05,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.35,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.15,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.35,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.35,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.85,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.25,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.05,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.55,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13172.55,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13173.35,0.00,36.50
2018-06-01T06:00:00Z,5946.20,11260.80,81.70,1405.00,12145.80,1202.00,140.00,10.00,13172.75,0.00,36.50
