MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
01/03/2022 07:00:00,6196.922,768.937,750.035,125.294,290.772,2182.468,427.559,1015.028,2121.507,4118.052,1440.725,601.608,396.866,3323.875,4081.875,1409.799,3811.350
01/03/2022 08:00:00,6181.421,768.331,744.603,123.039,291.267,2158.343,421.675,1012.395,2094.679,4107.266,1419.508,595.082,393.751,3295.188,4005.020,1397.606,3771.304
01/03/2022 09:00:00,6203.126,770.218,748.285,122.624,297.054,2409.851,420.010,1017.740,2097.760,4086.650,1407.580,603.733,392.378,3305.131,3957.744,1393.491,3757.923
01/03/2022 10:00:00,6296.187,778.323,752.928,122.923,294.563,2413.316,420.188,1027.916,2101.150,4095.450,1407.331,609.583,394.430,3317.003,3937.221,1393.251,3775.016
01/03/2022 11:00:00,6444.062,798.353,777.430,125.007,300.147,2428.272,427.458,1053.675,2132.941,4160.868,1434.482,610.848,403.381,3352.422,3937.390,1399.115,3837.712
01/03/2022 12:00:00,6714.953,836.309,789.617,130.086,310.223,2499.944,445.228,1098.570,2205.311,4293.521,1492.416,630.446,420.401,3433.278,4052.125,1452.829,4005.966
01/03/2022 13:00:00,7095.595,880.786,785.852,136.808,326.070,2616.550,472.325,1155.920,2299.065,4512.911,1573.730,663.479,445.842,3544.347,4267.487,1507.576,4231.690
01/03/2022 14:00:00,7295.352,903.865,803.339,141.558,334.787,2692.138,498.004,1203.117,2401.078,4692.381,1643.997,684.823,459.241,3662.219,4450.499,1505.496,4399.178
01/03/2022 15:00:00,7224.242,876.679,794.126,141.519,331.203,2666.446,499.003,1182.193,2380.030,4630.219,1647.367,684.584,454.920,3617.026,4436.271,1477.587,4417.274
01/03/2022 16:00:00,6870.038,816.386,780.018,138.223,324.787,2586.763,480.540,1114.307,2277.925,4524.620,1621.838,673.290,441.555,3554.046,4376.674,1401.617,4296.214
01/03/2022 17:00:00,6511.667,759.687,777.715,133.916,324.828,2485.271,467.487,1060.635,2197.422,4340.468,1601.288,662.241,437.512,3460.358,4304.960,1339.455,4171.389
01/03/2022 18:00:00,6165.199,708.172,765.372,128.723,321.291,2408.031,453.228,1014.097,2113.863,4175.879,1581.947,656.048,414.835,3403.963,4225.558,1251.361,4051.483
01/03/2022 19:00:00,5848.781,661.489,754.787,121.344,315.506,2346.039,437.245,964.542,2058.487,3991.984,1548.688,643.384,402.409,3329.902,4168.291,1167.054,3937.839
01/03/2022 20:00:00,5617.272,629.754,751.830,116.242,306.257,2288.802,425.531,931.134,1995.316,3894.964,1498.905,649.378,390.199,3282.238,4119.499,1148.036,3830.248
01/03/2022 21:00:00,5416.840,604.086,744.099,114.286,301.060,2244.609,414.052,913.374,1966.793,3792.842,1457.041,663.533,379.901,3264.295,4120.001,1138.620,3758.405
01/03/2022 22:00:00,5305.047,595.533,726.286,116.945,295.937,2238.707,407.981,893.720,1902.932,3742.200,1431.333,668.191,376.145,3232.600,4111.628,1111.831,3728.529
01/03/2022 23:00:00,5348.222,615.335,722.773,124.501,294.305,2309.502,414.057,903.028,1927.469,3771.050,1459.860,663.288,385.378,3263.342,4173.335,1113.978,3770.952
01/04/2022 00:00:00,5736.490,674.010,743.019,135.306,301.769,2508.383,444.416,982.309,2052.476,3966.164,1550.413,671.700,415.319,3328.373,4348.789,1185.913,4021.470
01/04/2022 01:00:00,6107.093,705.112,763.239,138.508,308.630,2562.999,451.130,1021.756,2084.181,4178.009,1571.740,694.831,425.125,3487.445,4402.812,1292.119,4142.655
01/04/2022 02:00:00,6219.360,716.473,762.947,135.498,308.495,2515.448,438.491,1013.083,2088.523,4224.808,1547.877,686.638,420.824,3519.850,4435.841,1308.262,4105.975
01/04/2022 03:00:00,6252.136,715.213,765.725,130.734,304.086,2443.595,428.521,983.427,2060.962,4227.675,1513.653,681.245,413.940,3529.976,4422.600,1313.954,4050.826
01/04/2022 04:00:00,6167.933,699.427,763.743,124.659,295.061,2275.413,410.589,963.726,2024.503,4153.062,1461.309,673.012,400.851,3514.432,4358.972,1308.233,3983.167
01/04/2022 05:00:00,5959.687,672.671,750.198,116.396,284.878,2164.715,386.575,906.457,1959.220,4023.441,1380.103,656.671,384.083,3464.795,4231.553,1272.319,3820.025
01/04/2022 06:00:00,5783.781,648.784,741.846,109.632,276.197,2063.935,365.469,870.546,1903.705,3921.004,1315.440,633.426,368.650,3400.024,4144.674,1250.170,3681.594
