MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
01/04/2022 07:00:00,5726.285,641.397,736.250,105.566,265.652,2021.375,352.679,850.722,1871.124,3862.206,1281.776,625.807,357.752,3364.311,4054.865,1241.068,3616.709
01/04/2022 08:00:00,5681.012,639.409,730.821,103.692,259.667,1996.987,346.264,848.441,1871.048,3825.683,1256.460,618.844,352.039,3340.057,4031.542,1250.607,3561.602
01/04/2022 09:00:00,5688.067,642.040,731.493,102.653,267.049,1977.668,346.083,841.455,1857.969,3844.031,1248.564,608.879,350.565,3359.899,4017.265,1260.185,3550.125
01/04/2022 10:00:00,5758.896,652.247,747.289,104.734,261.994,1995.381,347.735,846.263,1854.448,3865.144,1254.323,602.712,355.134,3358.433,4048.972,1260.511,3547.476
01/04/2022 11:00:00,5922.578,672.607,757.880,106.714,271.176,2040.670,355.995,866.399,1895.817,3933.256,1278.530,601.952,366.811,3366.204,4086.273,1284.317,3620.298
01/04/2022 12:00:00,6213.147,711.546,791.648,112.130,283.722,2155.831,381.491,879.788,1954.896,4107.600,1340.079,624.614,388.374,3437.400,4133.876,1326.715,3775.454
01/04/2022 13:00:00,6650.872,768.249,841.414,119.733,299.696,2328.588,415.245,942.084,2072.751,4387.224,1436.398,660.618,419.562,3560.316,4313.689,1379.672,4034.898
01/04/2022 14:00:00,6898.818,795.036,845.755,123.483,314.420,2432.766,439.980,970.341,2132.243,4545.231,1513.236,683.113,440.433,3677.636,4441.357,1420.321,4187.493
01/04/2022 15:00:00,6774.414,766.171,828.824,123.986,307.953,2422.577,447.766,966.723,2100.808,4531.425,1513.431,688.022,437.610,3658.971,4451.040,1418.069,4195.485
01/04/2022 16:00:00,6510.065,723.655,836.842,123.146,312.156,2383.544,445.236,963.506,2061.837,4464.354,1500.981,691.223,426.002,3581.957,4450.444,1378.355,4166.002
01/04/2022 17:00:00,6247.364,694.926,834.984,119.631,305.464,2346.334,430.618,937.980,2006.166,4335.413,1487.096,684.384,415.958,3502.814,4475.291,1310.786,4107.318
01/04/2022 18:00:00,5987.314,675.946,825.966,114.785,301.911,2279.422,433.609,930.750,1962.889,4216.853,1479.079,676.292,407.915,3451.709,4439.323,1239.475,4024.530
01/04/2022 19:00:00,5745.859,660.962,820.555,113.730,299.724,2237.302,424.036,911.721,1905.782,4086.223,1469.532,662.062,408.841,3360.671,4438.526,1154.657,3923.224
01/04/2022 20:00:00,5522.963,646.421,808.514,107.290,289.747,2191.969,414.839,879.290,1873.204,3991.582,1438.229,644.893,407.953,3295.552,4486.598,1125.329,3843.046
01/04/2022 21:00:00,5344.622,629.051,781.244,108.647,292.935,2234.263,405.338,864.022,1826.673,3867.645,1400.551,641.803,400.607,3268.289,4498.451,1070.840,3780.045
01/04/2022 22:00:00,5203.602,628.930,746.593,114.522,287.130,2173.322,398.548,858.792,1817.956,3730.926,1378.160,651.047,396.721,3250.834,4511.170,1041.888,3745.586
01/04/2022 23:00:00,5199.275,638.784,739.991,119.844,283.541,2212.492,403.825,863.628,1882.566,3732.946,1395.752,648.995,400.734,3256.330,4572.034,1059.607,3755.677
01/05/2022 00:00:00,5453.324,676.845,753.103,128.499,291.982,2333.324,428.600,936.323,2063.348,3884.504,1492.189,659.414,416.510,3272.330,4701.725,1122.270,3933.466
01/05/2022 01:00:00,5686.207,686.860,765.467,129.786,296.723,2360.541,442.156,939.803,2191.933,4042.193,1560.191,671.319,419.519,3380.526,4766.546,1201.487,4029.540
01/05/2022 02:00:00,5696.780,683.381,761.804,126.961,294.403,2291.058,445.230,923.049,2160.601,4065.121,1580.120,685.897,411.606,3414.753,4769.987,1222.151,3981.306
01/05/2022 03:00:00,5641.446,670.236,760.399,122.209,288.368,2219.489,443.471,905.509,2205.080,4050.665,1577.279,674.728,401.906,3413.719,4727.980,1224.238,3924.716
01/05/2022 04:00:00,5502.384,646.959,755.703,114.896,283.541,2144.740,441.584,880.320,2161.588,3943.677,1541.579,666.149,384.781,3390.826,4623.410,1184.905,3807.993
01/05/2022 05:00:00,5267.507,610.363,744.965,108.988,276.798,2050.297,426.996,845.624,2111.816,3808.580,1486.111,647.897,361.651,3337.890,4544.805,1170.374,3649.625
01/05/2022 06:00:00,5076.593,579.488,737.106,106.534,270.056,1993.745,411.055,822.841,2089.427,3700.385,1443.619,633.804,342.177,3286.210,4467.201,1146.321,3521.831
